FBgn0000008	20781	20780	20783	FBtr0071763	FBtr0100521
FBgn0000014	59130	59131	59129	FBtr0306337,FBtr0083388,FBtr0300485	FBtr0083387
FBgn0000017	43193	43194	43192	FBtr0075357,FBtr0112790,FBtr0330130,FBtr0330133,FBtr0330136	FBtr0330131,FBtr0330132,FBtr0330134,FBtr0330135
FBgn0000017	43195	43196	43194	FBtr0330130,FBtr0330131,FBtr0330132,FBtr0330133	FBtr0075357,FBtr0112790,FBtr0330134,FBtr0330135,FBtr0330136
FBgn0000017	43202	43203	43201	FBtr0112790,FBtr0330131,FBtr0330133,FBtr0330134,FBtr0330136	FBtr0075357,FBtr0330130,FBtr0330132,FBtr0330135
FBgn0000028	76017	76018	76016	FBtr0305191,FBtr0074015,FBtr0305192,FBtr0305193,FBtr0305196	FBtr0100328,FBtr0100326,FBtr0290063,FBtr0290064,FBtr0305189,FBtr0305190,FBtr0305194,FBtr0305195
FBgn0000028	76021	76024	76020	FBtr0100328,FBtr0305191,FBtr0074015,FBtr0290063,FBtr0290064,FBtr0305195	FBtr0100326,FBtr0305189,FBtr0305190,FBtr0305192,FBtr0305193,FBtr0305194,FBtr0305196
FBgn0000032	63499	63500	63498	FBtr0085610	FBtr0085609
FBgn0000037	29827	29828	29826	FBtr0072368	FBtr0072367
FBgn0000039	51964	51963	51965	FBtr0084639	FBtr0084640
FBgn0000044	20254	20253	20255	FBtr0300946	FBtr0071519
FBgn0000045	37490	37489	37491	FBtr0334090	FBtr0078478
FBgn0000052	9169	9170	9164	FBtr0079219	FBtr0079220
FBgn0000054	14502	14501	14503	FBtr0086112	FBtr0086113
FBgn0000063	49632	49631	49633	FBtr0331348	FBtr0083478
FBgn0000064	62467	62468	62466	FBtr0085000,FBtr0114544	FBtr0085001,FBtr0306657,FBtr0310661
FBgn0000064	62474	62475	62469	FBtr0085001	FBtr0306657
FBgn0000071	46292	46291	46293	FBtr0081619	FBtr0081620
FBgn0000083	50700	50699	50701	FBtr0089520	FBtr0089519,FBtr0089517,FBtr0089518
FBgn0000084	77817	77818	77816	FBtr0301931	FBtr0070025
FBgn0000097	7783	7784	7782	FBtr0330659	FBtr0077851
FBgn0000097	7785	7786	7782	FBtr0330658	FBtr0077850,FBtr0330660
FBgn0000099	22395	22396	22394	FBtr0086058	FBtr0300504
FBgn0000108	65688	65687	65692	FBtr0070109,FBtr0307293,FBtr0307295,FBtr0307294,FBtr0307291	FBtr0307292
FBgn0000108	65693	65692	65694	FBtr0307293,FBtr0307295	FBtr0070109,FBtr0307292,FBtr0307294,FBtr0307291
FBgn0000108	65699	65698	65700	FBtr0070109,FBtr0307292,FBtr0307295,FBtr0307294,FBtr0307291	FBtr0307293
FBgn0000108	65702	65701	65703	FBtr0070109,FBtr0307292,FBtr0307293,FBtr0307295,FBtr0307294	FBtr0307291
FBgn0000108	65705	65704	65706	FBtr0307291	FBtr0070109,FBtr0307292,FBtr0307293,FBtr0307295,FBtr0307294
FBgn0000117	72352	72353	72351	FBtr0089988,FBtr0332583,FBtr0089989,FBtr0089991,FBtr0089992	FBtr0089990
FBgn0000117	72357	72358	72356	FBtr0332583	FBtr0089989,FBtr0089990
FBgn0000152	76686	76687	76685	FBtr0100417	FBtr0074372
FBgn0000157	22066	22065	22067	FBtr0300076	FBtr0072378,FBtr0072379
FBgn0000157	22069	22068	22070	FBtr0072378,FBtr0300076	FBtr0072379
FBgn0000163	70651	70650	70652	FBtr0111000	FBtr0074388
FBgn0000166	55542	55543	55541	FBtr0081666,FBtr0081668	FBtr0081665,FBtr0081667
FBgn0000166	55544	55545	55543	FBtr0081666,FBtr0081667	FBtr0081665,FBtr0081668
FBgn0000173	69569	69568	69570	FBtr0332843	FBtr0332844
FBgn0000179	66815	66814	66816	FBtr0300609	FBtr0308914,FBtr0308915
FBgn0000179	66819	66818	66820	FBtr0070672,FBtr0331162,FBtr0300608,FBtr0300609,FBtr0308914	FBtr0308915
FBgn0000179	66822	66821	66823	FBtr0308914	FBtr0308915
FBgn0000179	66825	66824	66826	FBtr0070672,FBtr0331162,FBtr0300608,FBtr0300609	FBtr0308914,FBtr0308915
FBgn0000181	17261	17260	17262	FBtr0087783	FBtr0087782
FBgn0000183	12744	12745	12743	FBtr0305688	FBtr0330225,FBtr0081002,FBtr0330226
FBgn0000210	65997	65996	66005	FBtr0308319	FBtr0303564
FBgn0000210	66011	66010	66012	FBtr0303564,FBtr0070262,FBtr0303563	FBtr0308319,FBtr0070266
FBgn0000212	42889	42890	42888	FBtr0333580	FBtr0075526,FBtr0075523,FBtr0075524,FBtr0075525,FBtr0330160
FBgn0000212	42891	42892	42890	FBtr0075526,FBtr0075525,FBtr0330160	FBtr0075523,FBtr0075524,FBtr0333580
FBgn0000212	42894	42895	42893	FBtr0075526	FBtr0075523,FBtr0075525,FBtr0330160,FBtr0333580
FBgn0000228	8892	8893	8891	FBtr0079083	FBtr0079085,FBtr0079084,FBtr0302568,FBtr0310624,FBtr0310625
FBgn0000228	8894	8895	8893	FBtr0079083	FBtr0079085,FBtr0079084,FBtr0302568,FBtr0310624,FBtr0310625
FBgn0000228	8901	8902	8900	FBtr0310625	FBtr0079085,FBtr0079084,FBtr0302568,FBtr0310624,FBtr0302567
FBgn0000228	8905	8906	8903	FBtr0079084,FBtr0302568,FBtr0310625	FBtr0079083,FBtr0310624
FBgn0000229	10822	10823	10821	FBtr0302378	FBtr0300982
FBgn0000242	71012	71011	71013	FBtr0074597,FBtr0330224	FBtr0074599
FBgn0000246	58778	58779	58777	FBtr0083196	FBtr0083194,FBtr0083195
FBgn0000256	8434	8440	8433	FBtr0290078	FBtr0290077
FBgn0000256	8437	8438	8436	FBtr0290080,FBtr0290081	FBtr0077512
FBgn0000259	68879	68878	68885	FBtr0073558,FBtr0073562	FBtr0308085
FBgn0000259	68884	68883	68885	FBtr0073560,FBtr0333204,FBtr0308084	FBtr0100540
FBgn0000259	68890	68889	68891	FBtr0073558,FBtr0307896,FBtr0073560,FBtr0073561,FBtr0100540,FBtr0299569	FBtr0308085
FBgn0000273	10509	10510	10508	FBtr0079852	FBtr0079851
FBgn0000286	8719	8720	8718	FBtr0089649	FBtr0304887,FBtr0089647,FBtr0089648
FBgn0000286	8722	8723	8721	FBtr0304887,FBtr0089647	FBtr0089648,FBtr0089649
FBgn0000287	4119	4118	4120	FBtr0080236	FBtr0080235
FBgn0000289	17649	17648	17650	FBtr0112796,FBtr0290035,FBtr0087526,FBtr0087527,FBtr0087528,FBtr0290034	FBtr0087529
FBgn0000289	17652	17651	17653	FBtr0112796,FBtr0290035,FBtr0087526,FBtr0087527,FBtr0087529,FBtr0290034,FBtr0112795	FBtr0087528
FBgn0000289	17663	17662	17664	FBtr0290034	FBtr0112796,FBtr0290035,FBtr0087526,FBtr0087527,FBtr0087528,FBtr0087529,FBtr0112795
FBgn0000289	17666	17665	17667	FBtr0087526,FBtr0087527,FBtr0087528,FBtr0087529,FBtr0290034	FBtr0112795
FBgn0000289	17670	17669	17671	FBtr0290035,FBtr0112795	FBtr0112796
FBgn0000299	1622	1621	1623	FBtr0079003	FBtr0079002
FBgn0000303	49911	49910	49912	FBtr0089367	FBtr0089368
FBgn0000308	9111	9112	9110	FBtr0079235	FBtr0309213
FBgn0000308	9114	9115	9110	FBtr0309212	FBtr0079233
FBgn0000313	63982	63983	63981	FBtr0085778,FBtr0330099	FBtr0330100,FBtr0330101
FBgn0000313	63987	63988	63986	FBtr0085778,FBtr0330099,FBtr0330101	FBtr0330100
FBgn0000317	12213	12214	12212	FBtr0080723	FBtr0080724
FBgn0000318	1836	1835	1837	FBtr0079095	FBtr0329967
FBgn0000319	76226	76227	76224	FBtr0074182	FBtr0074181
FBgn0000346	69285	69284	69286	FBtr0073754	FBtr0333329
FBgn0000370	6716	6715	6717	FBtr0332001	FBtr0081512,FBtr0332002
FBgn0000370	6718	6717	6719	FBtr0081512,FBtr0332001	FBtr0332002
FBgn0000382	66198	66197	66199	FBtr0333260	FBtr0070378
FBgn0000382	66211	66210	66212	FBtr0070379	FBtr0070378,FBtr0333260,FBtr0070380
FBgn0000405	29120	29121	29119	FBtr0071914,FBtr0071913,FBtr0071911	FBtr0309858
FBgn0000405	29123	29124	29122	FBtr0071914	FBtr0071913
FBgn0000412	56310	56311	56309	FBtr0081988,FBtr0081987	FBtr0301524
FBgn0000422	13224	13225	13223	FBtr0290291	FBtr0081167
FBgn0000422	13226	13227	13225	FBtr0290291	FBtr0081167
FBgn0000427	73823	73824	73822	FBtr0071145,FBtr0310269	FBtr0071146,FBtr0071147,FBtr0309795
FBgn0000427	73825	73826	73824	FBtr0071147	FBtr0071145,FBtr0071146,FBtr0309795,FBtr0310269
FBgn0000427	73828	73829	73827	FBtr0071145,FBtr0071146,FBtr0071147,FBtr0309796	FBtr0309795,FBtr0310269
FBgn0000448	24325	24326	24324	FBtr0306345,FBtr0306346,FBtr0088368,FBtr0330609	FBtr0088366,FBtr0302438,FBtr0112799
FBgn0000448	24330	24331	24329	FBtr0088368,FBtr0330609	FBtr0306345
FBgn0000448	24333	24334	24332	FBtr0088366	FBtr0302438
FBgn0000464	6209	6208	6210	FBtr0331240	FBtr0331239
FBgn0000464	6213	6212	6214	FBtr0112800,FBtr0305950	FBtr0331242
FBgn0000464	6220	6219	6222	FBtr0112800,FBtr0081260,FBtr0305950	FBtr0331242,FBtr0331241
FBgn0000464	6221	6219	6222	FBtr0331239,FBtr0331240	FBtr0331242,FBtr0331241
FBgn0000464	6226	6225	6227	FBtr0112800,FBtr0081260	FBtr0331239
FBgn0000479	66504	66503	66505	FBtr0333312	FBtr0070511,FBtr0070515,FBtr0070519
FBgn0000479	66512	66511	66518	FBtr0333313,FBtr0333314	FBtr0070517
